,Cell type,X location,Y location,Z location
22658,Pyr in SP layer,200,264,290
22659,Pyr in SP layer,56,296,298
22660,Pyr in SP layer,384,640,306
22661,Pyr in SP layer,32,488,314
22662,Pyr in SP layer,200,176,306
22663,Pyr in SP layer,360,720,314
22664,Pyr in SP layer,152,416,314
22665,Pyr in SP layer,296,992,290
22666,Pyr in SP layer,312,880,290
22667,Pyr in SP layer,176,672,322
22668,Pyr in SP layer,152,848,314
22669,Pyr in SP layer,128,456,306
22670,Pyr in SP layer,24,720,298
22671,Pyr in SP layer,376,488,298
22672,Pyr in SP layer,136,816,322
22673,Pyr in SP layer,328,952,314
22674,Pyr in SP layer,80,944,298
22675,Pyr in SP layer,160,720,314
22676,Pyr in SP layer,136,384,306
22677,Pyr in SP layer,192,224,306
22678,Pyr in SP layer,376,656,298
22679,Pyr in SP layer,264,648,306
22680,Pyr in SP layer,304,128,306
22681,Pyr in SP layer,192,312,306
22682,Pyr in SP layer,224,352,322
22683,Pyr in SP layer,272,288,298
22684,Pyr in SP layer,224,776,298
22685,Pyr in SP layer,328,440,306
22686,Pyr in SP layer,320,584,306
22687,Pyr in SP layer,56,48,298
22688,Pyr in SP layer,88,816,298
22689,Pyr in SP layer,344,88,314
22690,Pyr in SP layer,32,696,298
22691,Pyr in SP layer,232,376,298
22692,Pyr in SP layer,48,376,314
22693,Pyr in SP layer,0,896,290
22694,Pyr in SP layer,216,536,290
22695,Pyr in SP layer,376,280,290
22696,Pyr in SP layer,168,728,314
22697,Pyr in SP layer,336,88,290
22698,Pyr in SP layer,368,424,290
22699,Pyr in SP layer,64,56,290
22700,Pyr in SP layer,48,464,322
22701,Pyr in SP layer,48,696,298
22702,Pyr in SP layer,104,960,306
22703,Pyr in SP layer,328,48,298
22704,Pyr in SP layer,8,336,298
22705,Pyr in SP layer,256,216,298
22706,Pyr in SP layer,104,432,322
22707,Pyr in SP layer,184,336,314
22708,Pyr in SP layer,32,224,322
22709,Pyr in SP layer,376,616,290
22710,Pyr in SP layer,280,392,306
22711,Pyr in SP layer,0,216,306
22712,Pyr in SP layer,296,808,322
22713,Pyr in SP layer,168,296,322
22714,Pyr in SP layer,192,440,306
22715,Pyr in SP layer,216,0,290
22716,Pyr in SP layer,400,456,306
22717,Pyr in SP layer,96,752,290
22718,Pyr in SP layer,24,512,314
22719,Pyr in SP layer,88,304,322
22720,Pyr in SP layer,24,32,298
22721,Pyr in SP layer,72,144,298
22722,Pyr in SP layer,360,208,322
22723,Pyr in SP layer,288,160,290
22724,Pyr in SP layer,320,88,322
22725,Pyr in SP layer,96,936,298
22726,Pyr in SP layer,72,600,314
22727,Pyr in SP layer,368,944,306
22728,Pyr in SP layer,96,688,290
22729,Pyr in SP layer,280,544,298
22730,Pyr in SP layer,336,272,290
22731,Pyr in SP layer,72,232,290
22732,Pyr in SP layer,304,664,290
22733,Pyr in SP layer,96,568,290
22734,Pyr in SP layer,104,112,322
22735,Pyr in SP layer,136,264,298
22736,Pyr in SP layer,280,576,314
22737,Pyr in SP layer,304,384,290
22738,Pyr in SP layer,400,16,314
22739,Pyr in SP layer,256,408,322
22740,Pyr in SP layer,200,88,306
22741,Pyr in SP layer,368,624,314
22742,Pyr in SP layer,256,0,314
22743,Pyr in SP layer,144,736,306
22744,Pyr in SP layer,8,312,298
22745,Pyr in SP layer,232,456,298
22746,Pyr in SP layer,224,136,290
22747,Pyr in SP layer,88,144,306
22748,Pyr in SP layer,184,784,322
22749,Pyr in SP layer,104,392,306
22750,Pyr in SP layer,344,736,298
22751,Pyr in SP layer,144,504,314
22752,Pyr in SP layer,136,272,298
22753,Pyr in SP layer,400,528,298
22754,Pyr in SP layer,288,256,298
22755,Pyr in SP layer,72,912,322
22756,Pyr in SP layer,312,880,322
22757,Pyr in SP layer,160,328,298
22758,Pyr in SP layer,376,560,314
22759,Pyr in SP layer,232,656,290
22760,Pyr in SP layer,168,432,306
22761,Pyr in SP layer,296,624,290
22762,Pyr in SP layer,152,648,298
22763,Pyr in SP layer,104,80,306
22764,Pyr in SP layer,288,248,306
22765,Pyr in SP layer,32,856,314
22766,Pyr in SP layer,96,0,314
22767,Pyr in SP layer,96,176,306
22768,Pyr in SP layer,0,336,298
22769,Pyr in SP layer,56,920,290
22770,Pyr in SP layer,248,392,314
22771,Pyr in SP layer,376,608,290
22772,Pyr in SP layer,288,752,306
22773,Pyr in SP layer,352,632,314
22774,Pyr in SP layer,248,872,306
22775,Pyr in SP layer,24,136,306
22776,Pyr in SP layer,264,104,290
22777,Pyr in SP layer,336,296,290
22778,Pyr in SP layer,136,328,290
22779,Pyr in SP layer,256,104,298
22780,Pyr in SP layer,64,984,306
22781,Pyr in SP layer,8,664,314
22782,Pyr in SP layer,152,856,322
22783,Pyr in SP layer,216,8,306
22784,Pyr in SP layer,216,600,298
22785,Pyr in SP layer,64,496,314
22786,Pyr in SP layer,56,368,298
22787,Pyr in SP layer,128,184,314
22788,Pyr in SP layer,112,920,314
22789,Pyr in SP layer,0,552,290
22790,Pyr in SP layer,152,632,314
22791,Pyr in SP layer,224,544,290
22792,Pyr in SP layer,328,688,314
22793,Pyr in SP layer,104,448,322
22794,Pyr in SP layer,48,112,306
22795,Pyr in SP layer,376,432,322
22796,Pyr in SP layer,264,304,298
22797,Pyr in SP layer,168,192,298
22798,Pyr in SP layer,224,80,306
22799,Pyr in SP layer,224,952,314
22800,Pyr in SP layer,376,840,306
22801,Pyr in SP layer,80,104,322
22802,Pyr in SP layer,120,432,290
22803,Pyr in SP layer,88,808,298
22804,Pyr in SP layer,56,768,290
22805,Pyr in SP layer,16,568,322
22806,Pyr in SP layer,392,808,314
22807,Pyr in SP layer,200,848,306
22808,Pyr in SP layer,272,368,322
22809,Pyr in SP layer,304,320,322
22810,Pyr in SP layer,112,280,298
22811,Pyr in SP layer,8,56,314
22812,Pyr in SP layer,8,560,322
22813,Pyr in SP layer,72,944,314
22814,Pyr in SP layer,192,872,298
22815,Pyr in SP layer,184,944,322
22816,Pyr in SP layer,208,496,290
22817,Pyr in SP layer,288,648,290
22818,Pyr in SP layer,304,208,314
22819,Pyr in SP layer,320,728,298
22820,Pyr in SP layer,360,112,290
22821,Pyr in SP layer,320,744,290
22822,Pyr in SP layer,304,984,290
22823,Pyr in SP layer,0,904,290
22824,Pyr in SP layer,344,424,322
22825,Pyr in SP layer,144,488,322
22826,Pyr in SP layer,64,392,322
22827,Pyr in SP layer,144,968,298
22828,Pyr in SP layer,240,568,322
22829,Pyr in SP layer,344,432,290
22830,Pyr in SP layer,208,408,298
22831,Pyr in SP layer,24,912,290
22832,Pyr in SP layer,16,816,306
22833,Pyr in SP layer,48,416,298
22834,Pyr in SP layer,216,632,306
22835,Pyr in SP layer,392,584,306
22836,Pyr in SP layer,96,56,322
22837,Pyr in SP layer,272,968,314
22838,Pyr in SP layer,80,856,290
22839,Pyr in SP layer,320,664,322
22840,Pyr in SP layer,192,112,290
22841,Pyr in SP layer,232,592,290
22842,Pyr in SP layer,240,336,298
22843,Pyr in SP layer,104,656,306
22844,Pyr in SP layer,288,512,306
22845,Pyr in SP layer,280,976,298
22846,Pyr in SP layer,144,800,306
22847,Pyr in SP layer,288,368,314
22848,Pyr in SP layer,128,248,314
22849,Pyr in SP layer,280,840,306
22850,Pyr in SP layer,40,344,322
22851,Pyr in SP layer,248,136,298
22852,Pyr in SP layer,272,648,306
22853,Pyr in SP layer,336,296,314
22854,Pyr in SP layer,264,376,290
22855,Pyr in SP layer,312,280,314
22856,Pyr in SP layer,80,928,314
22857,Pyr in SP layer,296,552,298
22858,Pyr in SP layer,120,528,290
22859,Pyr in SP layer,296,488,290
22860,Pyr in SP layer,304,120,322
22861,Pyr in SP layer,312,104,306
22862,Pyr in SP layer,72,808,306
22863,Pyr in SP layer,312,128,298
22864,Pyr in SP layer,40,600,290
22865,Pyr in SP layer,104,592,298
22866,Pyr in SP layer,64,0,298
22867,Pyr in SP layer,64,952,314
22868,Pyr in SP layer,224,952,298
22869,Pyr in SP layer,392,928,298
22870,Pyr in SP layer,240,856,290
22871,Pyr in SP layer,144,144,314
22872,Pyr in SP layer,312,952,298
22873,Pyr in SP layer,96,904,314
22874,Pyr in SP layer,368,688,314
22875,Pyr in SP layer,344,328,322
22876,Pyr in SP layer,296,792,314
22877,Pyr in SP layer,96,704,298
22878,Pyr in SP layer,328,520,290
22879,Pyr in SP layer,288,760,298
22880,Pyr in SP layer,312,200,306
22881,Pyr in SP layer,144,616,306
22882,Pyr in SP layer,16,480,298
22883,Pyr in SP layer,128,808,290
22884,Pyr in SP layer,352,48,290
22885,Pyr in SP layer,104,792,306
22886,Pyr in SP layer,160,776,298
22887,Pyr in SP layer,96,984,322
22888,Pyr in SP layer,200,248,298
22889,Pyr in SP layer,336,720,306
22890,Pyr in SP layer,216,808,298
22891,Pyr in SP layer,64,400,290
22892,Pyr in SP layer,392,312,322
22893,Pyr in SP layer,288,8,306
22894,Pyr in SP layer,24,600,306
22895,Pyr in SP layer,280,624,290
22896,Pyr in SP layer,168,432,322
22897,Pyr in SP layer,360,696,290
22898,Pyr in SP layer,296,96,306
22899,Pyr in SP layer,112,800,322
22900,Pyr in SP layer,312,976,314
22901,Pyr in SP layer,64,56,298
22902,Pyr in SP layer,96,520,298
22903,Pyr in SP layer,392,720,298
22904,Pyr in SP layer,344,496,306
22905,Pyr in SP layer,168,992,314
22906,Pyr in SP layer,352,496,290
22907,Pyr in SP layer,336,856,322
22908,Pyr in SP layer,136,424,322
22909,Pyr in SP layer,384,520,322
22910,Pyr in SP layer,64,936,306
22911,Pyr in SP layer,192,472,314
22912,Pyr in SP layer,216,992,290
22913,Pyr in SP layer,256,568,290
22914,Pyr in SP layer,248,528,306
22915,Pyr in SP layer,272,560,306
22916,Pyr in SP layer,200,296,314
22917,Pyr in SP layer,328,368,306
22918,Pyr in SP layer,200,856,322
22919,Pyr in SP layer,56,528,298
22920,Pyr in SP layer,56,176,290
22921,Pyr in SP layer,280,144,298
22922,Pyr in SP layer,360,608,298
22923,Pyr in SP layer,104,760,306
22924,Pyr in SP layer,192,968,290
22925,Pyr in SP layer,336,680,298
22926,Pyr in SP layer,256,296,314
22927,Pyr in SP layer,80,360,290
22928,Pyr in SP layer,88,896,298
22929,Pyr in SP layer,176,568,290
22930,Pyr in SP layer,360,80,322
22931,Pyr in SP layer,288,176,314
22932,Pyr in SP layer,184,760,314
22933,Pyr in SP layer,328,792,290
22934,Pyr in SP layer,8,672,306
22935,Pyr in SP layer,392,552,322
22936,Pyr in SP layer,8,56,306
22937,Pyr in SP layer,296,360,290
22938,Pyr in SP layer,296,304,306
22939,Pyr in SP layer,56,736,306
22940,Pyr in SP layer,72,536,322
22941,Pyr in SP layer,48,856,306
22942,Pyr in SP layer,192,48,290
22943,Pyr in SP layer,160,296,314
22944,Pyr in SP layer,24,472,298
22945,Pyr in SP layer,232,216,306
22946,Pyr in SP layer,272,864,322
22947,Pyr in SP layer,120,88,314
22948,Pyr in SP layer,200,464,314
22949,Pyr in SP layer,384,312,306
22950,Pyr in SP layer,184,264,322
22951,Pyr in SP layer,136,416,314
22952,Pyr in SP layer,24,552,306
22953,Pyr in SP layer,368,848,306
22954,Pyr in SP layer,328,624,314
22955,Pyr in SP layer,0,432,314
22956,Pyr in SP layer,88,264,322
22957,Pyr in SP layer,288,592,306
22958,Pyr in SP layer,144,144,290
22959,Pyr in SP layer,392,8,322
22960,Pyr in SP layer,40,440,298
22961,Pyr in SP layer,152,136,314
22962,Pyr in SP layer,168,616,314
22963,Pyr in SP layer,24,912,298
22964,Pyr in SP layer,256,632,290
22965,Pyr in SP layer,104,904,306
22966,Pyr in SP layer,344,288,322
22967,Pyr in SP layer,264,280,290
22968,Pyr in SP layer,248,264,322
22969,Pyr in SP layer,88,256,314
22970,Pyr in SP layer,64,56,306
22971,Pyr in SP layer,224,144,298
22972,Pyr in SP layer,360,864,314
22973,Pyr in SP layer,32,144,306
22974,Pyr in SP layer,248,792,306
22975,Pyr in SP layer,240,448,322
22976,Pyr in SP layer,72,464,322
22977,Pyr in SP layer,136,656,298
22978,Pyr in SP layer,208,168,306
22979,Pyr in SP layer,320,888,298
22980,Pyr in SP layer,384,536,314
22981,Pyr in SP layer,0,912,298
22982,Pyr in SP layer,192,456,298
22983,Pyr in SP layer,368,784,306
22984,Pyr in SP layer,200,80,298
22985,Pyr in SP layer,24,920,298
22986,Pyr in SP layer,336,328,306
22987,Pyr in SP layer,360,656,322
22988,Pyr in SP layer,200,664,290
22989,Pyr in SP layer,168,808,306
22990,Pyr in SP layer,72,536,314
22991,Pyr in SP layer,240,56,298
22992,Pyr in SP layer,88,536,290
22993,Pyr in SP layer,144,632,298
22994,Pyr in SP layer,88,696,298
22995,Pyr in SP layer,360,200,306
22996,Pyr in SP layer,192,672,306
22997,Pyr in SP layer,32,368,314
22998,Pyr in SP layer,192,568,322
22999,Pyr in SP layer,384,624,306
23000,Pyr in SP layer,80,840,322
23001,Pyr in SP layer,312,880,298
23002,Pyr in SP layer,208,536,314
23003,Pyr in SP layer,376,88,306
23004,Pyr in SP layer,304,248,322
23005,Pyr in SP layer,328,336,290
23006,Pyr in SP layer,256,0,290
23007,Pyr in SP layer,344,312,298
23008,Pyr in SP layer,88,464,322
23009,Pyr in SP layer,272,816,314
23010,Pyr in SP layer,240,960,306
23011,Pyr in SP layer,120,136,322
23012,Pyr in SP layer,288,432,306
23013,Pyr in SP layer,72,320,314
23014,Pyr in SP layer,368,368,306
23015,Pyr in SP layer,56,464,314
23016,Pyr in SP layer,80,288,306
23017,Pyr in SP layer,120,704,314
23018,Pyr in SP layer,32,264,290
23019,Pyr in SP layer,192,608,314
23020,Pyr in SP layer,200,496,314
23021,Pyr in SP layer,352,8,298
23022,Pyr in SP layer,296,1000,306
23023,Pyr in SP layer,256,328,306
23024,Pyr in SP layer,8,248,298
23025,Pyr in SP layer,224,256,322
23026,Pyr in SP layer,152,368,306
23027,Pyr in SP layer,112,680,306
23028,Pyr in SP layer,320,760,298
23029,Pyr in SP layer,80,200,322
23030,Pyr in SP layer,32,488,298
23031,Pyr in SP layer,104,152,306
23032,Pyr in SP layer,384,152,306
23033,Pyr in SP layer,264,944,306
23034,Pyr in SP layer,24,152,298
23035,Pyr in SP layer,256,104,322
23036,Pyr in SP layer,312,288,314
23037,Pyr in SP layer,200,976,306
23038,Pyr in SP layer,104,720,290
23039,Pyr in SP layer,392,456,306
23040,Pyr in SP layer,304,672,290
23041,Pyr in SP layer,160,480,298
23042,Pyr in SP layer,352,192,298
23043,Pyr in SP layer,32,448,314
23044,Pyr in SP layer,176,640,298
23045,Pyr in SP layer,216,592,298
23046,Pyr in SP layer,248,440,298
23047,Pyr in SP layer,224,752,314
23048,Pyr in SP layer,208,816,322
23049,Pyr in SP layer,64,992,306
23050,Pyr in SP layer,232,400,298
23051,Pyr in SP layer,72,552,314
23052,Pyr in SP layer,256,504,306
23053,Pyr in SP layer,296,488,298
23054,Pyr in SP layer,240,320,290
23055,Pyr in SP layer,352,448,290
23056,Pyr in SP layer,56,272,290
23057,Pyr in SP layer,240,984,298
23058,Pyr in SP layer,296,488,322
23059,Pyr in SP layer,112,664,298
23060,Pyr in SP layer,80,336,314
23061,Pyr in SP layer,272,568,298
23062,Pyr in SP layer,24,192,290
23063,Pyr in SP layer,168,496,306
23064,Pyr in SP layer,40,896,314
23065,Pyr in SP layer,88,312,306
23066,Pyr in SP layer,200,360,298
23067,Pyr in SP layer,104,64,290
23068,Pyr in SP layer,400,400,290
23069,Pyr in SP layer,128,800,306
23070,Pyr in SP layer,96,352,306
23071,Pyr in SP layer,264,440,322
23072,Pyr in SP layer,384,496,306
23073,Pyr in SP layer,296,512,290
23074,Pyr in SP layer,16,96,290
23075,Pyr in SP layer,216,584,290
23076,Pyr in SP layer,120,192,322
23077,Pyr in SP layer,32,992,290
23078,Pyr in SP layer,160,88,314
23079,Pyr in SP layer,392,792,306
23080,Pyr in SP layer,104,880,298
23081,Pyr in SP layer,344,648,306
23082,Pyr in SP layer,368,272,322
23083,Pyr in SP layer,376,232,322
23084,Pyr in SP layer,80,912,322
23085,Pyr in SP layer,216,0,314
23086,Pyr in SP layer,0,344,290
23087,Pyr in SP layer,80,744,306
23088,Pyr in SP layer,152,408,322
23089,Pyr in SP layer,136,48,290
23090,Pyr in SP layer,128,936,306
23091,Pyr in SP layer,376,440,314
23092,Pyr in SP layer,24,328,306
23093,Pyr in SP layer,152,648,322
23094,Pyr in SP layer,344,920,306
23095,Pyr in SP layer,392,232,306
23096,Pyr in SP layer,224,832,306
23097,Pyr in SP layer,80,328,314
23098,Pyr in SP layer,32,600,298
23099,Pyr in SP layer,64,840,322
23100,Pyr in SP layer,104,376,290
23101,Pyr in SP layer,192,72,314
23102,Pyr in SP layer,360,56,314
23103,Pyr in SP layer,272,528,290
23104,Pyr in SP layer,96,328,314
23105,Pyr in SP layer,112,432,314
23106,Pyr in SP layer,384,392,306
23107,Pyr in SP layer,96,288,322
23108,Pyr in SP layer,384,568,322
23109,Pyr in SP layer,400,720,314
23110,Pyr in SP layer,216,752,290
23111,Pyr in SP layer,184,184,306
23112,Pyr in SP layer,152,312,290
23113,Pyr in SP layer,160,864,306
23114,Pyr in SP layer,216,184,290
23115,Pyr in SP layer,296,64,314
23116,Pyr in SP layer,96,272,306
23117,Pyr in SP layer,312,552,314
23118,Pyr in SP layer,192,808,306
23119,Pyr in SP layer,104,240,314
23120,Pyr in SP layer,96,328,306
23121,Pyr in SP layer,272,984,306
23122,Pyr in SP layer,32,288,298
23123,Pyr in SP layer,272,480,290
23124,Pyr in SP layer,160,232,306
23125,Pyr in SP layer,168,792,290
23126,Pyr in SP layer,232,416,306
23127,Pyr in SP layer,168,376,314
23128,Pyr in SP layer,240,896,290
23129,Pyr in SP layer,16,912,290
23130,Pyr in SP layer,56,824,290
23131,Pyr in SP layer,336,248,322
23132,Pyr in SP layer,112,552,306
23133,Pyr in SP layer,360,904,322
23134,Pyr in SP layer,336,192,306
23135,Pyr in SP layer,248,808,314
23136,Pyr in SP layer,64,736,298
23137,Pyr in SP layer,400,744,314
23138,Pyr in SP layer,184,664,314
23139,Pyr in SP layer,216,424,290
23140,Pyr in SP layer,32,184,298
23141,Pyr in SP layer,320,304,290
23142,Pyr in SP layer,16,792,298
23143,Pyr in SP layer,368,464,306
23144,Pyr in SP layer,152,464,314
23145,Pyr in SP layer,304,80,290
23146,Pyr in SP layer,216,672,314
23147,Pyr in SP layer,144,64,290
23148,Pyr in SP layer,352,224,298
23149,Pyr in SP layer,360,256,322
23150,Pyr in SP layer,208,680,306
23151,Pyr in SP layer,208,816,298
23152,Pyr in SP layer,272,912,322
23153,Pyr in SP layer,216,352,306
23154,Pyr in SP layer,8,496,290
23155,Pyr in SP layer,48,712,322
23156,Pyr in SP layer,192,216,314
23157,Pyr in SP layer,80,808,290
23158,Pyr in SP layer,152,456,290
23159,Pyr in SP layer,240,272,290
23160,Pyr in SP layer,96,112,314
23161,Pyr in SP layer,152,680,290
23162,Pyr in SP layer,168,216,322
23163,Pyr in SP layer,120,320,314
23164,Pyr in SP layer,160,136,290
23165,Pyr in SP layer,352,56,306
23166,Pyr in SP layer,176,16,290
23167,Pyr in SP layer,96,976,306
23168,Pyr in SP layer,40,824,298
23169,Pyr in SP layer,96,608,306
23170,Pyr in SP layer,64,336,290
23171,Pyr in SP layer,368,904,306
23172,Pyr in SP layer,232,504,306
23173,Pyr in SP layer,120,440,290
23174,Pyr in SP layer,192,632,314
23175,Pyr in SP layer,240,728,314
23176,Pyr in SP layer,0,480,298
23177,Pyr in SP layer,208,544,306
23178,Pyr in SP layer,328,336,314
23179,Pyr in SP layer,256,528,298
23180,Pyr in SP layer,360,584,322
23181,Pyr in SP layer,392,984,314
23182,Pyr in SP layer,208,160,290
23183,Pyr in SP layer,248,648,290
23184,Pyr in SP layer,208,48,322
23185,Pyr in SP layer,184,408,298
23186,Pyr in SP layer,88,16,314
23187,Pyr in SP layer,32,0,306
23188,Pyr in SP layer,56,560,306
23189,Pyr in SP layer,40,704,322
23190,Pyr in SP layer,208,952,314
23191,Pyr in SP layer,16,120,306
23192,Pyr in SP layer,112,792,306
23193,Pyr in SP layer,312,336,298
23194,Pyr in SP layer,128,864,314
23195,Pyr in SP layer,232,704,314
23196,Pyr in SP layer,152,528,322
23197,Pyr in SP layer,272,664,322
23198,Pyr in SP layer,64,856,290
23199,Pyr in SP layer,120,264,306
23200,Pyr in SP layer,32,960,322
23201,Pyr in SP layer,48,88,306
23202,Pyr in SP layer,208,672,322
23203,Pyr in SP layer,192,256,306
23204,Pyr in SP layer,280,200,322
23205,Pyr in SP layer,400,608,290
23206,Pyr in SP layer,8,544,314
23207,Pyr in SP layer,128,568,306
23208,Pyr in SP layer,104,600,290
23209,Pyr in SP layer,192,760,290
23210,Pyr in SP layer,384,248,290
23211,Pyr in SP layer,96,520,314
23212,Pyr in SP layer,120,0,322
23213,Pyr in SP layer,304,536,306
23214,Pyr in SP layer,24,112,322
23215,Pyr in SP layer,200,552,298
23216,Pyr in SP layer,392,968,290
23217,Pyr in SP layer,176,328,306
23218,Pyr in SP layer,304,704,306
23219,Pyr in SP layer,56,768,322
23220,Pyr in SP layer,200,456,298
23221,Pyr in SP layer,336,104,322
23222,Pyr in SP layer,384,960,290
23223,Pyr in SP layer,16,272,314
23224,Pyr in SP layer,152,392,290
23225,Pyr in SP layer,392,488,314
23226,Pyr in SP layer,160,96,298
23227,Pyr in SP layer,72,104,290
23228,Pyr in SP layer,112,216,306
23229,Pyr in SP layer,304,312,290
23230,Pyr in SP layer,168,288,298
23231,Pyr in SP layer,208,536,322
23232,Pyr in SP layer,344,112,290
23233,Pyr in SP layer,120,80,314
23234,Pyr in SP layer,400,824,314
23235,Pyr in SP layer,24,120,290
23236,Pyr in SP layer,344,528,306
23237,Pyr in SP layer,336,760,298
23238,Pyr in SP layer,312,792,290
23239,Pyr in SP layer,64,944,322
23240,Pyr in SP layer,392,424,306
23241,Pyr in SP layer,136,728,322
23242,Pyr in SP layer,312,624,314
23243,Pyr in SP layer,336,192,322
23244,Pyr in SP layer,168,952,322
23245,Pyr in SP layer,152,160,290
23246,Pyr in SP layer,160,96,306
23247,Pyr in SP layer,352,992,306
23248,Pyr in SP layer,384,200,314
23249,Pyr in SP layer,64,80,290
23250,Pyr in SP layer,80,120,306
23251,Pyr in SP layer,136,200,290
23252,Pyr in SP layer,128,568,298
23253,Pyr in SP layer,40,872,306
23254,Pyr in SP layer,256,64,290
23255,Pyr in SP layer,224,480,290
23256,Pyr in SP layer,256,360,306
23257,Pyr in SP layer,384,280,306
23258,Pyr in SP layer,136,120,298
23259,Pyr in SP layer,136,680,290
23260,Pyr in SP layer,272,712,298
23261,Pyr in SP layer,24,744,298
23262,Pyr in SP layer,152,352,298
23263,Pyr in SP layer,184,880,298
23264,Pyr in SP layer,144,384,290
23265,Pyr in SP layer,336,776,314
23266,Pyr in SP layer,360,152,290
23267,Pyr in SP layer,176,472,290
23268,Pyr in SP layer,240,128,306
23269,Pyr in SP layer,40,920,290
23270,Pyr in SP layer,48,248,314
23271,Pyr in SP layer,360,16,290
23272,Pyr in SP layer,280,248,322
23273,Pyr in SP layer,160,968,298
23274,Pyr in SP layer,40,136,306
23275,Pyr in SP layer,88,88,298
23276,Pyr in SP layer,352,112,290
23277,Pyr in SP layer,168,768,322
23278,Pyr in SP layer,336,40,314
23279,Pyr in SP layer,104,728,322
23280,Pyr in SP layer,112,408,306
23281,Pyr in SP layer,16,64,290
23282,Pyr in SP layer,216,768,298
23283,Pyr in SP layer,32,704,290
23284,Pyr in SP layer,48,96,322
23285,Pyr in SP layer,368,960,290
23286,Pyr in SP layer,56,456,298
23287,Pyr in SP layer,312,112,314
23288,Pyr in SP layer,368,880,290
23289,Pyr in SP layer,320,992,314
23290,Pyr in SP layer,264,112,306
23291,Pyr in SP layer,16,464,322
23292,Pyr in SP layer,240,640,322
23293,Pyr in SP layer,232,480,298
23294,Pyr in SP layer,24,88,314
23295,Pyr in SP layer,208,664,306
23296,Pyr in SP layer,160,512,290
23297,Pyr in SP layer,336,864,290
23298,Pyr in SP layer,312,728,306
23299,Pyr in SP layer,392,800,306
23300,Pyr in SP layer,296,920,298
23301,Pyr in SP layer,232,40,314
23302,Pyr in SP layer,264,56,306
23303,Pyr in SP layer,72,896,306
23304,Pyr in SP layer,352,320,306
23305,Pyr in SP layer,272,1000,322
23306,Pyr in SP layer,360,416,322
23307,Pyr in SP layer,384,584,322
23308,Pyr in SP layer,56,744,306
23309,Pyr in SP layer,192,16,298
23310,Pyr in SP layer,392,424,314
23311,Pyr in SP layer,144,16,306
23312,Pyr in SP layer,48,256,298
23313,Pyr in SP layer,336,88,298
23314,Pyr in SP layer,168,800,298
23315,Pyr in SP layer,72,528,298
23316,Pyr in SP layer,144,88,306
23317,Pyr in SP layer,88,256,306
23318,Pyr in SP layer,152,496,314
23319,Pyr in SP layer,136,888,314
23320,Pyr in SP layer,96,704,314
23321,Pyr in SP layer,32,464,322
23322,Pyr in SP layer,344,904,306
23323,Pyr in SP layer,88,560,314
23324,Pyr in SP layer,24,768,290
23325,Pyr in SP layer,384,504,306
23326,Pyr in SP layer,312,824,322
23327,Pyr in SP layer,88,184,314
23328,Pyr in SP layer,144,56,314
23329,Pyr in SP layer,72,400,306
23330,Pyr in SP layer,176,992,298
23331,Pyr in SP layer,392,744,322
23332,Pyr in SP layer,224,824,306
23333,Pyr in SP layer,184,976,290
23334,Pyr in SP layer,80,904,298
23335,Pyr in SP layer,0,368,306
23336,Pyr in SP layer,208,688,322
23337,Pyr in SP layer,192,272,298
23338,Pyr in SP layer,184,392,298
23339,Pyr in SP layer,8,584,322
23340,Pyr in SP layer,232,800,290
23341,Pyr in SP layer,112,304,314
23342,Pyr in SP layer,216,224,298
23343,Pyr in SP layer,336,208,306
23344,Pyr in SP layer,264,704,306
23345,Pyr in SP layer,48,704,290
23346,Pyr in SP layer,352,160,298
23347,Pyr in SP layer,48,856,314
23348,Pyr in SP layer,360,264,322
23349,Pyr in SP layer,152,176,314
23350,Pyr in SP layer,280,248,314
23351,Pyr in SP layer,8,456,290
23352,Pyr in SP layer,32,224,290
23353,Pyr in SP layer,256,616,306
23354,Pyr in SP layer,400,672,306
23355,Pyr in SP layer,72,664,298
23356,Pyr in SP layer,136,936,306
23357,Pyr in SP layer,0,184,322
23358,Pyr in SP layer,104,1000,290
23359,Pyr in SP layer,56,168,306
23360,Pyr in SP layer,328,504,322
23361,Pyr in SP layer,320,120,306
23362,Pyr in SP layer,304,616,314
23363,Pyr in SP layer,88,624,290
23364,Pyr in SP layer,0,504,306
23365,Pyr in SP layer,352,512,306
23366,Pyr in SP layer,16,848,298
23367,Pyr in SP layer,88,944,322
23368,Pyr in SP layer,56,72,290
23369,Pyr in SP layer,360,768,290
23370,Pyr in SP layer,88,200,290
23371,Pyr in SP layer,352,192,306
23372,Pyr in SP layer,384,472,322
23373,Pyr in SP layer,296,696,306
23374,Pyr in SP layer,8,592,298
23375,Pyr in SP layer,96,936,290
23376,Pyr in SP layer,192,296,322
23377,Pyr in SP layer,152,432,290
23378,Pyr in SP layer,168,552,314
23379,Pyr in SP layer,176,888,290
23380,Pyr in SP layer,168,744,298
23381,Pyr in SP layer,120,904,322
23382,Pyr in SP layer,256,584,314
23383,Pyr in SP layer,136,728,314
23384,Pyr in SP layer,8,568,290
23385,Pyr in SP layer,168,424,314
23386,Pyr in SP layer,400,272,322
23387,Pyr in SP layer,16,128,306
23388,Pyr in SP layer,208,968,290
23389,Pyr in SP layer,384,96,306
23390,Pyr in SP layer,152,792,306
23391,Pyr in SP layer,168,200,322
23392,Pyr in SP layer,352,720,314
